Id,SalePrice
1461,129987.203125
1462,152587.21875
1463,172764.84375
1464,180063.984375
1465,195209.09375
1466,175234.3125
1467,172817.90625
1468,162660.296875
1469,197791.390625
1470,122265.1484375
1471,197084.0
1472,109018.28125
1473,100411.5625
1474,151484.109375
1475,135698.71875
1476,368236.5
1477,244706.78125
1478,289841.1875
1479,292462.28125
1480,533366.9790625001
1481,328985.09375
1482,209460.953125
1483,163475.484375
1484,173524.90625
1485,186170.015625
1486,197162.359375
1487,330483.5
1488,245765.046875
1489,183958.796875
1490,193120.765625
1491,198076.234375
1492,94348.7109375
1493,195472.140625
1494,305929.28125
1495,299579.5
1496,224025.515625
1497,188200.046875
1498,162952.96875
1499,166334.515625
1500,146087.515625
1501,167133.046875
1502,161422.640625
1503,273620.875
1504,243376.0
1505,223243.84375
1506,186595.890625
1507,224240.328125
1508,196690.4375
1509,154762.796875
1510,145469.953125
1511,137565.6875
1512,169771.171875
1513,150530.03125
1514,171920.375
1515,186360.265625
1516,163085.734375
1517,158997.625
1518,149692.40625
1519,213585.6875
1520,130901.9296875
1521,129881.3828125
1522,175871.5
1523,110133.484375
1524,122348.3046875
1525,125830.1328125
1526,126989.984375
1527,109885.6875
1528,136265.4375
1529,140440.75
1530,165382.625
1531,115939.0625
1532,109306.859375
1533,138069.984375
1534,119986.4609375
1535,145206.046875
1536,113768.3984375
1537,80716.7421875
1538,167802.078125
1539,211022.859375
1540,94249.515625
1541,141688.5
1542,133744.1875
1543,197297.0625
1544,89418.421875
1545,107506.25
1546,126210.3984375
1547,126174.296875
1548,123081.1484375
1549,111628.6875
1550,133224.546875
1551,127143.28125
1552,130319.8515625
1553,139951.0
1554,115844.015625
1555,163000.671875
1556,79531.15625
1557,108097.078125
1558,98709.84375
1559,82965.1328125
1560,143257.546875
1561,143322.734375
1562,133812.1875
1563,124250.25
1564,146968.421875
1565,141751.625
1566,238693.71875
1567,76612.1171875
1568,211090.09375
1569,134791.21875
1570,133887.109375
1571,122446.828125
1572,142353.65625
1573,221615.59375
1574,117083.96875
1575,215653.296875
1576,204388.421875
1577,184766.0
1578,146333.046875
1579,138189.734375
1580,201480.453125
1581,153572.609375
1582,130943.0078125
1583,319683.5625
1584,227220.953125
1585,138102.640625
1586,75614.34375
1587,106445.3515625
1588,141113.09375
1589,99453.8671875
1590,133882.90625
1591,98614.5234375
1592,128594.8984375
1593,130164.8359375
1594,140133.3125
1595,104182.4296875
1596,224590.25
1597,179376.015625
1598,210115.390625
1599,183099.234375
1600,192983.96875
1601,69818.0859375
1602,116308.6171875
1603,82274.828125
1604,274976.96875
1605,258506.984375
1606,166857.390625
1607,198212.875
1608,211870.203125
1609,180905.671875
1610,145052.828125
1611,141793.125
1612,160300.140625
1613,156706.75
1614,128589.8671875
1615,96767.484375
1616,78381.8125
1617,97502.9140625
1618,126363.7109375
1619,144729.78125
1620,170457.25
1621,128961.8671875
1622,139124.890625
1623,281830.96875
1624,205566.1875
1625,135046.640625
1626,172647.734375
1627,179065.109375
1628,269957.1875
1629,190320.09375
1630,325380.3125
1631,232463.421875
1632,245843.59375
1633,175968.640625
1634,177658.21875
1635,175772.09375
1636,155887.984375
1637,185233.53125
1638,216032.6875
1639,180007.328125
1640,255373.734375
1641,178468.25
1642,218876.4375
1643,240310.609375
1644,236653.3125
1645,180063.46875
1646,159901.171875
1647,177010.15625
1648,132893.609375
1649,138010.75
1650,117975.0390625
1651,127184.03125
1652,114554.890625
1653,114686.390625
1654,155919.359375
1655,164941.90625
1656,150930.953125
1657,156471.40625
1658,151566.046875
1659,145748.109375
1660,145536.28125
1661,406448.125
1662,386696.875
1663,380917.8125
1664,527814.5537500001
1665,293371.84375
1666,305804.71875
1667,356210.65625
1668,322916.84375
1669,305968.0625
1670,348579.78125
1671,239157.640625
1672,493692.25125000003
1673,295671.96875
1674,248738.421875
1675,164318.453125
1676,173016.28125
1677,202951.265625
1678,504708.2046875001
1679,361395.625
1680,331385.46875
1681,245227.984375
1682,302329.0625
1683,181043.21875
1684,187527.65625
1685,166655.25
1686,178323.8125
1687,172353.09375
1688,196362.25
1689,202200.140625
1690,199937.46875
1691,185239.359375
1692,281774.53125
1693,172217.71875
1694,174397.203125
1695,179419.640625
1696,274719.5625
1697,181481.609375
1698,344121.375
1699,313331.46875
1700,237410.59375
1701,284022.40625
1702,241268.625
1703,260605.78125
1704,273896.3125
1705,233425.125
1706,391835.40625
1707,199033.609375
1708,187774.625
1709,275311.0
1710,223052.546875
1711,261238.59375
1712,253886.140625
1713,248555.125
1714,218852.03125
1715,202313.171875
1716,177254.9375
1717,183776.4375
1718,136472.859375
1719,206648.4375
1720,243314.953125
1721,179206.390625
1722,128595.265625
1723,155842.796875
1724,200248.515625
1725,227584.421875
1726,171656.28125
1727,153706.25
1728,200372.5
1729,155162.09375
1730,167674.265625
1731,122952.8046875
1732,133312.875
1733,121389.703125
1734,129130.34375
1735,134463.953125
1736,124586.28125
1737,337213.25
1738,217460.390625
1739,264845.8125
1740,192382.53125
1741,166616.46875
1742,165447.609375
1743,182153.859375
1744,297587.9375
1745,207021.4375
1746,228026.3125
1747,223574.53125
1748,202674.6875
1749,151001.921875
1750,138251.421875
1751,227388.09375
1752,125484.046875
1753,151903.640625
1754,216802.9375
1755,164733.609375
1756,125723.140625
1757,122714.890625
1758,133425.703125
1759,171662.328125
1760,162779.953125
1761,146972.21875
1762,169976.265625
1763,169170.90625
1764,122538.296875
1765,164165.890625
1766,173368.765625
1767,212777.734375
1768,138030.234375
1769,184617.671875
1770,149292.53125
1771,130362.625
1772,136270.640625
1773,129650.203125
1774,152348.890625
1775,135291.171875
1776,118994.359375
1777,114869.8515625
1778,134819.375
1779,118132.2109375
1780,192867.703125
1781,129019.3125
1782,87756.34375
1783,138427.546875
1784,112723.5078125
1785,115143.5078125
1786,152405.5625
1787,169759.34375
1788,36839.38061289063
1789,101322.0234375
1790,79858.953125
1791,192892.53125
1792,148277.0
1793,139121.3125
1794,144022.75
1795,133948.4375
1796,119391.65625
1797,115898.609375
1798,121639.6796875
1799,111394.828125
1800,118135.25
1801,129406.734375
1802,144755.03125
1803,151604.5
1804,136662.375
1805,137570.53125
1806,116725.7578125
1807,140751.828125
1808,130521.46875
1809,120410.1328125
1810,135747.921875
1811,101752.546875
1812,97234.8203125
1813,118343.1796875
1814,96402.4453125
1815,64482.25
1816,99832.5546875
1817,110152.2890625
1818,146660.6875
1819,122545.078125
1820,66602.2109375
1821,111915.3125
1822,145896.625
1823,32465.154326171876
1824,122994.4375
1825,137132.109375
1826,103134.3671875
1827,108639.96875
1828,135526.328125
1829,118235.4453125
1830,138627.828125
1831,168074.5
1832,96803.6640625
1833,144438.96875
1834,120961.3203125
1835,154431.9375
1836,132821.265625
1837,93894.5234375
1838,125460.8359375
1839,105570.9609375
1840,146674.109375
1841,143913.3125
1842,85744.3203125
1843,136721.421875
1844,135686.3125
1845,148398.09375
1846,155087.09375
1847,151196.890625
1848,64517.06640625
1849,114853.9765625
1850,127664.5234375
1851,146600.84375
1852,134822.46875
1853,137558.59375
1854,181982.84375
1855,145803.578125
1856,226795.328125
1857,158351.015625
1858,148586.734375
1859,131984.984375
1860,146955.40625
1861,131608.421875
1862,296557.25
1863,292468.15625
1864,292468.15625
1865,318739.5625
1866,330111.15625
1867,240710.390625
1868,293269.46875
1869,197187.59375
1870,230722.59375
1871,265391.21875
1872,166803.125
1873,235124.71875
1874,138847.859375
1875,210572.140625
1876,183706.34375
1877,206956.3125
1878,210355.359375
1879,128016.25
1880,133601.296875
1881,232271.765625
1882,265857.5625
1883,195840.28125
1884,208444.671875
1885,261881.390625
1886,302921.25
1887,202769.03125
1888,269931.9375
1889,153887.84375
1890,122122.1640625
1891,130093.5
1892,110330.390625
1893,128557.625
1894,136418.875
1895,147208.578125
1896,122976.5
1897,113433.75
1898,117732.28125
1899,132253.109375
1900,135550.25
1901,165360.0625
1902,136518.953125
1903,209372.296875
1904,140896.328125
1905,191551.921875
1906,164453.421875
1907,198834.421875
1908,119021.265625
1909,137540.625
1910,123700.2421875
1911,199094.0
