Id,SalePrice
1461,121128.81
1462,154186.34
1463,187356.61
1464,188619.61
1465,187692.27
1466,173537.8
1467,175289.95
1468,162618.25
1469,176121.1
1470,125292.01
1471,208723.36
1472,92171.04
1473,98049.984
1474,152041.33
1475,117962.1
1476,364434.06
1477,257248.28
1478,268535.7
1479,277089.53
1480,437922.66
1481,324500.25
1482,210575.36
1483,177455.36
1484,155536.19
1485,180475.73
1486,188574.98
1487,352881.53
1488,239611.72
1489,198879.36
1490,229385.81
1491,178192.9
1492,85858.14
1493,167442.72
1494,296219.22
1495,296541.44
1496,232338.2
1497,185009.31
1498,163245.84
1499,158485.62
1500,150745.23
1501,176139.89
1502,144428.5
1503,298279.8
1504,241786.44
1505,226565.55
1506,194613.55
1507,243045.7
1508,196310.0
1509,169075.6
1510,148267.25
1511,149659.6
1512,167300.34
1513,142048.4
1514,159468.38
1515,204839.38
1516,148006.6
1517,156413.8
1518,130524.46
1519,214560.73
1520,133932.84
1521,142240.48
1522,176411.39
1523,115173.82
1524,127140.85
1525,124917.98
1526,114135.49
1527,107034.13
1528,136424.72
1529,158274.31
1530,165427.56
1531,99476.72
1532,95745.33
1533,149361.16
1534,122269.45
1535,149448.38
1536,105843.664
1537,68798.086
1538,151330.77
1539,184244.1
1540,89300.055
1541,141480.83
1542,143543.1
1543,213336.92
1544,84580.9
1545,120116.29
1546,130654.86
1547,135393.39
1548,135624.34
1549,115230.18
1550,132662.64
1551,114669.336
1552,132465.81
1553,141301.5
1554,115149.21
1555,175979.89
1556,85106.266
1557,99992.91
1558,97382.375
1559,77037.71
1560,128900.5
1561,122207.33
1562,124679.58
1563,124655.81
1564,170690.86
1565,151417.38
1566,244477.72
1567,65224.492
1568,221007.33
1569,130049.33
1570,134444.2
1571,121849.24
1572,149751.11
1573,259148.75
1574,97700.984
1575,217425.56
1576,232918.14
1577,188235.39
1578,144517.64
1579,152595.94
1580,200150.39
1581,143552.83
1582,128766.33
1583,328409.25
1584,225526.89
1585,141931.67
1586,62767.316
1587,94394.87
1588,152982.8
1589,95143.945
1590,133049.95
1591,94832.14
1592,121742.85
1593,116526.23
1594,137875.9
1595,106600.89
1596,237392.92
1597,167226.66
1598,200215.11
1599,173539.97
1600,170970.27
1601,62603.152
1602,113007.56
1603,84958.44
1604,255417.06
1605,244341.11
1606,159818.39
1607,163647.23
1608,203055.25
1609,185022.89
1610,153417.02
1611,139555.3
1612,168684.7
1613,163025.56
1614,122943.42
1615,89549.586
1616,71663.31
1617,93465.24
1618,123322.95
1619,133426.47
1620,152039.73
1621,145945.33
1622,144698.88
1623,285140.03
1624,209981.78
1625,122904.15
1626,163816.34
1627,188324.83
1628,265740.97
1629,178264.47
1630,354607.75
1631,220817.28
1632,231731.44
1633,168227.8
1634,191964.86
1635,168639.36
1636,155238.48
1637,190217.03
1638,184026.34
1639,170883.7
1640,271418.3
1641,169401.31
1642,218974.17
1643,228807.27
1644,226438.11
1645,199252.4
1646,157276.44
1647,163757.3
1648,134960.89
1649,141332.22
1650,121351.62
1651,121643.03
1652,96231.22
1653,97276.28
1654,149462.77
1655,150839.72
1656,146272.78
1657,147846.61
1658,149837.81
1659,124714.91
1660,154757.19
1661,440823.94
1662,414820.9
1663,389942.5
1664,427284.03
1665,294081.66
1666,348095.78
1667,340165.75
1668,323333.47
1669,282816.66
1670,347989.56
1671,267488.25
1672,426068.2
1673,301704.34
1674,245275.23
1675,187250.14
1676,190069.8
1677,213748.89
1678,429715.88
1679,368606.12
1680,328524.84
1681,235433.0
1682,292711.22
1683,177140.86
1684,166755.27
1685,166824.92
1686,171173.86
1687,164218.03
1688,189710.12
1689,181602.47
1690,188919.7
1691,175964.28
1692,258544.94
1693,165574.83
1694,183966.5
1695,165781.34
1696,255012.81
1697,170130.66
1698,391575.06
1699,306875.12
1700,233632.05
1701,257295.9
1702,248336.67
1703,251420.5
1704,299560.34
1705,228621.66
1706,411132.94
1707,206353.42
1708,200276.58
1709,273873.1
1710,223419.56
1711,247520.95
1712,259882.31
1713,280717.47
1714,224961.95
1715,198757.83
1716,187389.81
1717,165067.02
1718,126782.81
1719,194215.27
1720,241661.27
1721,159803.16
1722,117964.36
1723,152516.06
1724,217114.55
1725,241481.56
1726,184124.64
1727,159859.7
1728,185358.98
1729,164091.06
1730,151456.95
1731,123784.15
1732,131698.69
1733,118822.336
1734,117650.336
1735,135305.89
1736,114273.27
1737,332812.3
1738,210539.61
1739,290593.44
1740,210747.73
1741,193157.4
1742,173959.69
1743,175407.86
1744,278447.94
1745,198038.47
1746,196371.62
1747,208375.1
1748,232774.47
1749,148935.6
1750,133037.16
1751,238599.05
1752,126435.07
1753,147689.48
1754,191884.88
1755,170651.95
1756,137278.27
1757,123082.09
1758,154776.81
1759,172621.73
1760,170092.55
1761,143859.81
1762,187476.7
1763,175488.0
1764,114097.19
1765,167780.8
1766,182670.52
1767,228493.05
1768,145350.14
1769,183095.58
1770,146027.61
1771,124176.336
1772,133555.3
1773,129993.02
1774,132777.45
1775,141194.55
1776,126025.89
1777,112014.414
1778,144764.14
1779,112496.27
1780,171351.73
1781,137296.6
1782,82295.87
1783,146867.55
1784,98216.67
1785,117758.555
1786,124796.055
1787,159726.2
1788,48957.55
1789,103914.33
1790,67894.516
1791,169724.06
1792,161044.98
1793,130979.47
1794,149069.86
1795,141421.06
1796,120082.5
1797,120070.71
