Id,SalePrice
1461,117354.50823742266
1462,160600.3843102263
1463,186745.28441269544
1464,183643.57660829852
1465,184941.4976403958
1466,170619.97339861255
1467,168864.98150752182
1468,165410.1059381414
1469,176916.7075656724
1470,125429.39597385668
1471,202277.62334402348
1472,92281.93791420817
1473,96434.93260932609
1474,144551.4873314718
1475,123095.77315204495
1476,378168.24800126586
1477,259038.70514387937
1478,272492.24312366755
1479,267401.4346276271
1480,449983.00264017616
1481,325997.24609546864
1482,207691.99602095346
1483,171532.17090899104
1484,164672.5085519923
1485,173722.31621868562
1486,192439.92234077814
1487,362342.70821018895
1488,224997.35926765567
1489,205826.11438521324
1490,225072.4850821145
1491,190834.29727930969
1492,89580.6294869701
1493,169664.91171662114
1494,294504.82828159473
1495,293154.8040812105
1496,237077.88333705638
1497,181435.94612889658
1498,161233.8392322168
1499,162996.49224166453
1500,158845.66712448126
1501,173946.8968356852
1502,150769.152783146
1503,312042.2520197438
1504,238473.25553794825
1505,224530.89187856816
1506,186616.0904092553
1507,230141.87852773958
1508,205344.96617657336
1509,158300.65093408938
1510,149546.9816721195
1511,149233.6816371667
1512,176481.6821184423
1513,146301.76734843143
1514,164216.71308451417
1515,198911.01597304782
1516,147041.33085952562
1517,153323.06278241894
1518,128918.06151412016
1519,213756.2719645586
1520,137410.82399451314
1521,139192.18615008224
1522,167482.20715585726
1523,114215.55165302512
1524,122505.58313619121
1525,124039.77434807587
1526,115281.33719203032
1527,104726.69033199764
1528,136966.89603025012
1529,149207.47685708772
1530,165299.32304700225
1531,101109.79514501398
1532,95074.68663416948
1533,151276.9508044166
1534,117175.29797479203
1535,148836.780956919
1536,109162.96481243275
1537,70478.17072910315
1538,146836.4883388705
1539,195011.18866646214
1540,93447.89810569085
1541,144687.93033871634
1542,146085.34985321815
1543,213689.736788511
1544,80190.26621370598
1545,118614.71879182338
1546,127941.89840483821
1547,144845.53008495143
1548,134934.14000662352
1549,116977.06935514779
1550,134566.2118420548
1551,112903.10172122355
1552,134404.41311143144
1553,145669.7834749397
1554,117001.54008957504
1555,178973.32378629796
1556,79561.53285692772
1557,107108.94827230167
1558,88954.67401079382
1559,71121.32862396965
1560,126702.80565635653
1561,137163.82714100092
1562,127505.5494370959
1563,121490.98671632487
1564,170675.9991490426
1565,143709.38791599503
1566,263157.9655673077
1567,67746.84095629602
1568,229468.54287176396
1569,142154.19824417378
1570,137557.5073096206
1571,121480.07654122097
1572,149558.71161841362
1573,272955.9566709207
1574,106152.83299868266
1575,231665.5166968951
1576,235638.59569782205
1577,197647.82849567008
1578,142525.64375852738
1579,140019.51518130983
1580,190076.56762130608
1581,159002.43332113576
1582,129220.5564623007
1583,319626.74503861764
1584,222881.43178866454
1585,142651.353994322
1586,66000.7509475982
1587,103408.8985569522
1588,153740.6052761909
1589,103923.01454515719
1590,133475.89670410083
1591,100455.17186032374
1592,117614.74725017164
1593,120992.40137276814
1594,150443.1298292448
1595,103720.69565526757
1596,257619.2771066425
1597,189301.0267451905
1598,197664.01806656696
1599,170715.74372696833
1600,165056.00048279818
1601,65408.295100657684
1602,116536.39566551987
1603,79763.41651886208
1604,269215.8603574242
1605,240570.95319147047
1606,165709.31277754452
1607,165827.158698031
1608,217698.71272688746
1609,198112.00796766896
1610,160344.48861763
1611,130553.07441808315
1612,163506.27180434746
1613,155479.2517822989
1614,125429.47472927265
1615,93115.63424253138
1616,78508.5820721579
1617,89123.72116331078
1618,124740.70190369674
1619,137835.7702775009
1620,151717.34301720627
1621,137882.37730941118
1622,142812.6234293213
1623,274399.4921265256
1624,216167.90530402405
1625,121688.73750588569
1626,160361.12494640698
1627,185490.49838964344
1628,272647.70055235154
1629,178093.05856798505
1630,359884.61399299285
1631,209124.2235222204
1632,234491.2835135918
1633,167317.47657263462
1634,193229.89208718523
1635,172188.6139859632
1636,146919.94620856366
1637,196512.35323175852
1638,189198.16568210293
1639,174045.85126884756
1640,264558.90455714666
1641,174759.9481073557
1642,217921.900102358
1643,225056.79350514396
