id,sales
3000888,4.605011066947139
3000889,0.08149567241549645
3000890,4.999506722903633
3000891,2441.3390648145923
3000892,0.17406363086457524
3000893,392.2133233215789
3000894,10.766215101665043
3000895,829.9501076828967
3000896,862.8590663052938
3000897,169.79516473260688
3000898,147.8169546306632
3000899,122.21344165753129
3000900,3054.801471847074
3000901,23.737887624771087
3000902,1.4789515750276303
3000903,21.512257065898773
3000904,31.961360819525872
3000905,0.570266915495349
3000906,218.25553618030887
3000907,16.268837697710175
3000908,30.59629011703299
3000909,13.463733456902581
3000910,99.19580779196886
3000911,5.147889094406791
3000912,274.5778454613113
3000913,169.83973787557522
3000914,3.6131034232110855
3000915,10.835002431863707
3000916,298.61096197280614
3000917,69.1987440890051
3000918,4203.765681368551
3000919,78.24180065318929
3000920,21.718271957583767
3000921,0.6759990843838921
3000922,0.04948090087795878
3000923,3.319971079522702
3000924,1099.984068564379
3000925,0.007019608719321432
3000926,96.0674243874764
3000927,2.717242253946906
3000928,844.9264879737005
3000929,321.19359919310443
3000930,211.37811460280113
3000931,34.39797748655793
3000932,26.240310772899143
3000933,2277.0195396825043
3000934,3.213122822574011
3000935,0.36693604468909463
3000936,10.421201739115595
3000937,15.922229367901387
3000938,0.06748569500224313
3000939,141.98866370566034
3000940,2.539333814219412
3000941,64.76168186992614
3000942,15.953607923922434
3000943,27.362546159486058
3000944,0.48476991462810154
3000945,166.5516053683784
3000946,160.7158060877723
3000947,0.8552201081316055
3000948,3.171663778038279
3000949,139.30854895350203
3000950,21.289070980079803
3000951,386.3600182940516
3000952,70.07457263664081
3000953,1.5705786433057485
3000954,5.04987655324068
3000955,0.20470109173769993
3000956,5.569642383212732
3000957,3756.0716637071178
3000958,0.027126799793085965
3000959,649.0009295114161
3000960,13.740717412095249
3000961,1896.0077186986725
3000962,692.8925791275105
3000963,462.05018328678057
3000964,218.83531583325635
3000965,64.82688568629733
3000966,6625.2396220942865
3000967,24.1013463966736
3000968,0.5842184858732018
3000969,23.602586627577534
3000970,25.57045081417891
3000971,0.16402852587197678
3000972,418.4122708376737
3000973,9.501444678741606
3000974,37.47113359252514
3000975,10.073091126588487
3000976,40.03148106451132
3000977,1.7775310721960111
3000978,609.9031627651761
3000979,351.3353521552058
3000980,1.754586688515123
3000981,17.465521579745257
3000982,329.529852624035
3000983,77.64022552965538
3000984,1704.3265906688964
3000985,65.21581037802302
3000986,6.035954314470339
3000987,3.8480244307542852
3000988,0.10407663890107141
3000989,3.221338295278869
3000990,1586.9712721424098
3000991,0.003917873986274239
3000992,183.7880265983536
3000993,6.116433036539846
3000994,976.7067175095774
3000995,494.9697313856881
3000996,219.26522470913983
3000997,48.06798108793646
3000998,29.712032363631042
3000999,2839.6857032858816
3001000,8.70034098546035
3001001,0.3798306575398329
3001002,14.544365082558102
3001003,22.41245408683606
3001004,0.28185137994481074
3001005,156.9406835639559
3001006,4.367007794138343
3001007,61.99962408531893
3001008,11.972042863155085
3001009,34.46536023813185
3001010,1.0608879324849334
3001011,166.35737399547907
3001012,154.82063863266063
3001013,0.9890903090637941
3001014,4.554525043563787
3001015,158.45165074292075
3001016,29.75418416283057
3001017,442.5787172140186
